human_name,zebrafish_name
PDCD11,pdcd11
UROD,urod
BHLHE23,bhlhe23
CKB,ckba
CKB,ckbb
NUP37,nup37
EBI3,ebi3
UGT1A10,ugt5a1
UGT1A10,ugt5a2
UGT1A10,ugt5b4
UGT1A10,ugt5b3
UGT1A10,ugt5b5
UGT1A10,ugt5b1
UGT1A10,ugt5b2
UGT1A10,ugt5f1
UGT1A10,ugt5c1
UGT1A10,ugt5c2
UGT1A10,ugt5c3
UGT1A10,ugt5e1
UGT1A10,ugt5d1
UGT1A10,si:ch73-334d15.1
UGT1A10,ugt5g1
UGT1A10,ugt5g2
UGT1A10,ugt2a7
UGT1A10,ugt2a7
UGT1A10,ugt2b3
UGT1A10,FP236810.1
UGT1A10,ugt2a7
UGT1A10,FP236810.2
SEC24D,sec24d
UBE2Z,ube2z
PHIP,phip
AL590132.1,kcnh1a
AL590132.1,kcnh1a
SCRN2,scrn2
ADAMTS16,adamts16
OTUD1,otud1
ZNF212,znf574
TEX10,tex10
TC2N,TC2N
TTC8,ttc8
ZNF18,plagl2
ZNF18,plagx
ZNF18,ovol1a
ZNF18,ovol1b
METTL14,mettl14
CEP126,cep126
TMEM256,tmem256
OSGIN1,osgn1
TMEM256-PLSCR3,tmem256
CCL1,ccl38a.4
CCL1,ccl38a.5
CCL1,ccl35.1
CCL1,ccl38.1
CCL1,ccl38.6
CCL1,ccl35.2
TTPA,ttpa
MLYCD,mlycd
ACTR1B,zgc:101810
ACTR1B,si:ch211-241j12.3
HMGCLL1,hmgcll1
UQCRC2,uqcrc2b
DENND1A,dennd1a
MRPL1,mrpl1
ARMCX6,armc10
RASSF6,rassf6
NME3,nme3
SEMA3E,sema3e
MYO1B,myo1b
CCL13,ccl38a.4
CCL13,ccl38a.5
CCL13,ccl35.1
CCL13,ccl38.1
CCL13,ccl38.6
CCL13,ccl35.2
DIPK1C,fam69c
GUCA1C,rcvrna
GUCA1C,rcvrnb
GUCA1C,guca1c
GUCA1C,guca1d
GUCA1C,guca1g
TMCC1,TMCC1
PLSCR3,si:ch211-71m22.3
PLSCR3,si:ch73-170d6.4
PLSCR3,si:dkey-62k3.6
PLSCR3,plscr3b
PLSCR3,plscr3a
PLSCR3,si:ch73-206p6.1
PLSCR3,si:ch211-71m22.1
PLSCR3,si:ch211-71m22.5
PLSCR3,CU929150.2
CCL8,ccl38a.4
CCL8,ccl38a.5
CCL8,ccl35.1
CCL8,ccl38.1
CCL8,ccl38.6
CCL8,ccl35.2
FTL,zgc:172145
FTL,zgc:56095
JDP2,jdp2b
JDP2,jdp2a
STK40,stk40
DCT,dct
CDKL4,cdk21
KRAS,kras
DNAH9,dnah9
XPO6,xpo6
GGH,zgc:171566
MINDY4,si:dkey-30h22.11
PRSS50,zgc:123217
PRSS50,si:dkeyp-93a5.3
PRSS50,si:ch73-182e20.4
PRSS50,si:dkeyp-93a5.2
PRSS50,zgc:100868
LASP1,lasp1
RNF208,RNF208
PRSS50,zgc:123217
PRSS50,si:dkeyp-93a5.3
PRSS50,si:ch73-182e20.4
PRSS50,si:dkeyp-93a5.2
PRSS50,zgc:100868
SYNCRIP,syncripl
SYNCRIP,syncrip
AC004691.2,aqp1a.1
AC004691.2,aqp1a.2
NODAL,spaw
NODAL,ndr1
NODAL,mstnb
NODAL,tgfb2l
NODAL,gdf11
NODAL,mstna
NODAL,admp
KCTD16,kctd16b
KCTD16,kctd16a
KLHL24,klhl24b
PPP4R3A,smek1
DIDO1,dido1
HSBP1,hsbp1b
HSBP1,hsbp1a
AC002310.4,si:ch211-148l7.4
AC002310.4,znf576.1
AC002310.4,zgc:66472
AC002310.4,si:dkey-89b17.4
AC002310.4,znf646
ZNF764,si:ch211-148l7.4
ZNF764,znf576.1
ZNF764,zgc:66472
ZNF764,si:dkey-89b17.4
ZNF764,znf646
NDUFB4,ndufb4
NKX6-3,nkx6.3
PLXND1,plxnd1
MARK3,mark3b
MARK3,mark3a
PRPSAP1,prpsap1
FMNL2,fmnl2a
EIF4EBP2,gra
EIF4EBP2,eif4ebp2
FIBCD1,fibcd1
FIBCD1,si:dkeyp-51b7.3
NHLRC2,nhlrc2
TOM1,tom1
MFSD2A,mfsd2aa
MFSD2A,mfsd2ab
CYR61,cyr61
NDUFS6,ndufs6
NUTF2,nutf2
ANGPT2,angpt2a
NIPA2,nipa2
WDR63,WDR63
SH3RF1,sh3rf1
CLDN4,cldna
CLDN4,cldnb
GK,GK3P
LPCAT1,lpcat1
B9D1,b9d1
FGGY,fggy
LDLR,si:dkey-258f14.7
LDLR,si:dkey-258f14.3
ASTE1,ASTE1
RGPD3,ranbp3a
KCNT1,kcnt1
KCNT1,si:dkey-21e5.1
C3orf38,si:ch211-261p9.4
METTL27,mettl27
ZNF654,znf654
C17orf99,zgc:154125
C17orf99,si:ch1073-66l23.1
POU5F1,pou5f3
POU5F1,pou3f1
POU5F1,zgc:158291
YPEL5,ypel5
HNMT,hnmt
PSMA2,si:rp71-45k5.4
PSMA2,psma2
LMBRD1,lmbrd1
IL36G,il1fma
IL36G,il1b
SYNGR2,syngr2b
EXD1,exd1
SYNC,sync
TNFAIP2,tnfaip2b
TNFAIP2,tnfaip2a
SNCG,sncgb
SNCG,sncga
FGD4,fgd4b
FGD4,fgd4a
GARS,gars
CHCHD4,chchd4b
CCDC83,ccdc83
ENC1,enc1
MRPL32,mrpl32
THAP10,phc1
ATE1,ATE1
MMRN2,mmrn2b
MMRN2,mmrn2a
AC010132.3,si:rp71-45k5.4
AC010132.3,psma2
ACCS,accs
AC005154.5,ggctb
C7orf25,zgc:55781
HIST1H2BO,zgc:112234
HIST1H2BO,zgc:112234
HIST1H2BO,zgc:112234
HIST1H2BO,si:ch211-113a14.22
HIST1H2BO,si:dkey-261m9.6
HIST1H2BO,si:dkey-108k21.11
HIST1H2BO,ano9a
HIST1H2BO,si:dkey-23a13.22
HIST1H2BO,FP236812.2
HIST1H2BO,zgc:171759
HIST1H2BO,zgc:112234
HIST1H2BO,zgc:112234
HIST1H2BO,zgc:171759
HIST1H2BO,si:ch211-113a14.11
HIST1H2BO,si:ch211-113a14.22
HIST1H2BO,zgc:112234
HIST1H2BO,zgc:171759
HIST1H2BO,zgc:171759
HIST1H2BO,si:ch211-113a14.22
HIST1H2BO,hist1h2ba
HIST1H2BO,zgc:112234
HIST1H2BO,zgc:112234
HIST1H2BO,CR354435.1
HIST1H2BO,si:dkey-261m9.19
HIST1H2BO,zgc:173585
HIST1H2BO,zgc:171759
HIST1H2BO,zgc:112234
HIST1H2BO,zgc:173587
HIST1H2BO,zgc:112234
HIST1H2BO,FP236812.1
HIST1H2BO,zgc:194989
HIST1H2BO,zgc:114046
RBM6,rbm6
GGCT,ggctb
LRRFIP2,lrrfip2
GFM2,gfm2
GRM1,grm1b
GRM1,grm1a
SLC15A5,SLC15A5
MCF2L2,mcf2l2
RPS8,rps8a
RPS8,rps8b
ETNPPL,etnppl
VKORC1,vkorc1
CASP7,casp7
SLC39A6,slc39a6
MIPOL1,mipol1
CR2,si:ch73-217n20.1
EIF3J,EIF3J (1 of many)
EIF3J,eif3jb
EIF3J,eif3ja
PARD6G,pard6ga
PARD6G,pard6gb
MAP3K9,map3k9
AC135050.2,vkorc1
AL365214.3,hhla2a.2
AL365214.3,hhla2b.2
AL365214.3,hhla2b.1
AL365214.3,hhla2a.1
AL365214.3,BX901922.1
AL365214.3,CR382337.1
AL365214.3,CR382337.2
AL365214.3,zgc:112965
AL365214.3,BX323882.1
AL365214.3,si:ch73-1f23.1
AL365214.3,CABZ01074886.1
AL365214.3,CABZ01074888.1
AL365214.3,FP015862.4
AL365214.3,si:dkey-219e21.4
AL365214.3,zgc:195001
AL365214.3,BX957278.1
CCNI,ccni
DLST,dlst
TUBA3D,tuba7l
CCKAR,CCKAR
SPC24,spc24
IL36A,il1fma
IL36A,il1b
MZT2A,mzt2b
FOXL2,foxl2b
FOXL2,foxl2a
ARHGAP31,arhgap31
CRAT,zgc:154046
CRAT,crata
SGK3,sgk3
BMP15,bmp15
TSTA3,TSTA3 (1 of many)
TSTA3,tsta3
TSTA3,zgc:110348
HERC2,herc2
ZNF771,znf740a
MESP1,mespab
MESP1,mespbb
MESP1,mespba
MESP1,mespaa
NR3C1,nr3c1
DCTPP1,dctpp1
B3GNT5,b3gnt5a
B3GNT5,b3gnt5b
CACNA2D1,CACNA2D1
CACNA2D1,cacna2d1a
NSA2,nsa2
IL36B,il1fma
IL36B,il1b
CCNG2,ccng2
APIP,apip
AGO4,ago4
HEXB,hexb
BOK,boka
ADGRL3,ADGRL3
MESP2,mespab
MESP2,mespbb
MESP2,mespba
MESP2,mespaa
RAB32,rab32b
DMRTA2,dmrta2
IL36RN,il1fma
IL36RN,il1b
SYDE2,SYDE2
TMEM260,tmem260
VCPKMT,vcpkmt
C1orf52,zgc:65873
PDHX,pdhx
RALB,ralbb
HSD17B14,hsd17b14
PISD,pisd
FAF1,faf1
ADAM18,adam10a
ADAM18,adam10b
ADAM18,zgc:174164
WDR89,wdr89
PIEZO2,LO018508.1
PIEZO2,CU179656.1
PIEZO2,piezo2a.2
PCF11,pcf11
SGPP1,si:ch211-212g7.6
SGPP1,sgpp1
LIPH,lipia
OPRM1,oprm1
PAEP,zgc:153704
PAEP,ptgdsb.1
PAEP,ptgdsb.2
SUSD2,SUSD2
HACE1,hace1
AC104452.1,nicn1
PPA1,ppa1b
PPA1,ppa1a
MGST1,mgst1.2
MGST1,mgst1.1
FAM169A,fam169aa
FAM169A,fam169ab
DDX21,ddx21
LMO1,lmo1
LARP6,larp6a
FBXO15,fbxo15
FBXO15,zgc:161973
CIZ1,ciz1a
CIZ1,ciz1b
PLEKHA4,si:ch211-234p6.5
PCGF1,pcgf1
DRG1,drg1
MYCL,mycla
MYCL,myclb
EIF5,eif5
PLD3,pld3
LMO3,lmo3
STMN4,stmn4
ARHGAP32,arhgap32b
MDK,mdka
MDK,mdkb
BTK,btk
RPS6KL1,rps6kl1
ANKRD28,ankrd28b
PDE6C,pde6c
SMC5,smc5
TMEM39A,tmem39a
ST8SIA2,st8sia2
SFI1,sfi1
CXorf67,si:ch211-14a11.1
CXorf67,si:ch211-14a11.2
CXorf67,si:ch211-221n20.7
CXorf67,si:ch211-221n20.7
CXorf67,si:ch211-221n20.1
CXorf67,si:ch211-221n20.2
CXorf67,si:dkey-235d18.6
CXorf67,si:ch211-221n20.4
EXT2,ext2
SHISA6,shisa6
ATG4B,atg4b
ESRRA,esrra
SOS2,sos2
CCDC90B,ccdc90b
RNFT1,rnft1
CHP1,chp1
KDM8,kdm8
N4BP3,n4bp3
UBALD2,ubald2
HOOK1,hook1
NUPR1,nupr1b
AC092073.1,pdcd2l
RTN2,rtn2b
GPI,gpia
GPI,gpib
ZNF804A,znf804a
XRCC6,xrcc6
TRMT112,trmt112
CENPVL3,cenpv
CENPVL2,cenpv
HELT,helt
TMEM184B,si:dkey-217f16.5
TMEM184B,tmem184ba
TMEM184B,tmem184bb
PPP1R15A,ppp1r15a
NDST3,hs3st3b1a
NDST3,si:dkey-121b10.7
RPL21,rpl21
IMPA1,impa1
TMEM145,tmem145
TESPA1,tespa1
ZGPAT,zgpat
TK1,tk1
CWC25,cwc25
GAPDHS,gapdhs
CENPVL1,cenpv
PCNX1,pcnx1
RHOH,rhoh
THAP11,thap11
PDIA6,pdia6
AGO1,ago1
CENPT,si:ch211-225g23.1
PPM1N,ppm1nb
PPM1N,ppm1na
PPM1N,ppm1j
PPM1N,ppm1h
SPOPL,spopla
SPOPL,spoplb
C19orf47,si:ch211-160d20.3
FRA10AC1,fra10ac1
TCF19,tcf19l
TMEM147,tmem147
DDAH1,ddah1
AOX1,aox6
ANPEP,anpepb
ANPEP,ANPEP
ANPEP,si:ch211-106j24.1
FBXW9,fbxw9
MARCH6,march6
WNK3,si:dkey-151g10.3
SOS1,sos1
GLRA1,glra1
AL121845.3,zgpat
PTGES3L,si:ch211-131k2.3
CDKN2C,cdkn2c
RTEL1-TNFRSF6B,rtel1
ADGB,adgb
NPM1,npm1a
CREBBP,crebbpa
CREBBP,crebbpb
PGF,CABZ01077555.1
GRPEL2,grpel2
ARHGAP29,arhgap29a
ARHGAP29,arhgap29b
MROH1,mroh1
ZBTB46,zbtb46
IL1F10,il1fma
IL1F10,il1b
TULP2,si:dkey-220f10.4
AARSD1,aarsd1
NOC2L,noc2l
FOXA1,foxa1
NSMCE4A,nsmce4a
TTC6,ttc6
AUH,auh
GSPT2,si:dkey-37o8.1
GSPT2,eef2a.2
GSPT2,eef2a.1
MUM1,si:dkey-57k2.7
LCN9,zgc:153704
LCN9,ptgdsb.1
LCN9,ptgdsb.2
CYP2J2,cyp2x8
CYP2J2,cyp2x6
CYP2J2,cyp2x7
CYP2J2,cyp2x9
CYP2J2,si:dkey-286h2.3
CYP2J2,cyp2x12
CYP2J2,cyp2x10.2
CYP2J2,cyp2x10.2
CYP2J2,cyp2k16
CYP2J2,cyp2k8
CYP2J2,cyp2k6
CYP2J2,cyp2k22
CYP2J2,cyp2k6
CYP2J2,cyp2k21
CYP2J2,cyp2k19
CYP2J2,cyp2k20
CYP2J2,cyp2k18
CYP2J2,cyp2k17
NPFF,npffl
TIMM21,TIMM21
ARFRP1,arfrp1
NFIL3,nfil3
RNF11,rnf11b
SAMD11,samd11
ABCD3,abcd3b
ABCD3,abcd3a
CTDSP2,ctdsp2
NPFFR1,npffr1
DGKD,DGKD
ZNF420,si:ch211-148l7.4
ZNF420,zgc:66472
ANKRD30A,si:ch211-272n13.3
RAMP3,RAMP3
EIF2B2,eif2b2
RMND5B,rmnd5b
THAP4,thap4
PTGES3L-AARSD1,aarsd1
LGALS9B,lgals3b
LGALS9B,si:dkey-95h12.2
LGALS9B,si:ch211-10a23.2
PDCD2L,pdcd2l
ATP6V1C2,atp6v1c2
MRPL36,mrpl36
RHO,exorh
RHO,rhol
RHO,CABZ01109058.1
RHO,rho
UNC5D,unc5db
UNC5D,unc5da
SEPHS2,sephs2
HNRNPDL,hnrnpdl
CNOT6L,cnot6l
MLIP,mlip
H1FOO,h1m
CFAP126,cfap126
RAC3,rac3a
RAC3,rac3b
HLA-DPB1,zmp:0000001006
HLA-DPB1,si:busm1-194e12.8
HLA-DPB1,si:zfos-367g9.1
HLA-DPB1,CT583723.2
HLA-DPB1,si:busm1-160c18.6
HLA-DPB1,si:busm1-194e12.11
HLA-DPB1,si:busm1-266f07.2
HLA-DPB1,si:ch73-211l2.3
HLA-DPB1,CU914776.2
HLA-DPB1,zgc:123107
MTERF2,mterf2
PHETA1,zgc:153733
TAF13,taf13
PYCR2,pycr1b
PYCR2,pycr1a
SUSD1,susd1
TMEM263,tmem263
ARL4C,arl4cb
ARL4C,arl4ca
RBP5,rbp5
RBP5,rbp7a
RBP5,nmnat1-rbp7a
HIST2H3C,CR762436.1
HIST2H4A,zgc:165555
GPRC5D,CABZ01109019.1
TMEM132A,si:dkey-1d7.3
KLHL18,klhl18
TMEM109,si:dkey-9i23.15
C19orf54,zgc:153119
TUBGCP6,appl2
TMEM63A,tmem63a
MYL2,myl2b
MYL2,MYL2
FCGR1A,zgc:154125
FCGR1A,si:ch1073-66l23.1
PROSER3,proser3
MPND,mpnd
BSG,bsg
C1orf159,si:ch211-157b11.12
CEP120,cep120
KIF21A,kif21a
CAPZB,capzb
CAPS2,caps2
BAZ1A,baz1a
SRP9,srp9
FETUB,fetub
FETUB,si:ch211-284e20.8
SND1,snd1
LHFPL2,lhfpl2a
WDFY2,wdfy2
LRRC4,lrrc4.2
LRRC4,lrrc4.1
ATG12,atg12
TMBIM6,tegt
MIR199A2,mir199-3a
RNU6-1255P,RF00026
RF00411,RF00411
RF00411,RF00411
RF00392,RF00392
RF00392,RF00392
RF00392,RF00392
RF00392,RF00392
SNORD15B,RF00067
SNORD61,RF00270
RNU11-3P,RF00548
RNU11-3P,RF00548
RNU4-17P,RF00015
RNU4-17P,RF00015
RNU4-17P,RF00015
SNORD12C,RF00581
SNORD12C,RF00581
SNORD12C,RF00581
SNORD12C,RF00581
SNORD12C,RF00581
RF00090,RF00090
RF00408,RF00408
MIR20B,dre-mir-20b
MIR20B,dre-mir-20a
RNU6ATAC18P,RF00619
SNORD21,RF00068
SNORD21,RF00068
RF00324,RF00324
RF00324,RF00324
RNU105C,RF00045
RNU105C,RF00045
RNU105C,RF00045
RNU105C,RF00045
RNU6-839P,RF00026
RNU7-179P,RF00066
RNU7-179P,RF00066
RNU7-179P,RF00066
RNU7-179P,RF00066
MIR148B,dre-mir-152
MIR125B1,dre-mir-125b-1
MIR125B1,dre-mir-125b-2
RF01225,RF01225
RF01225,RF01225
RF01684,RF01684
RF01684,RF01684
RF01684,RF01684
RF01684,RF01684
RF00591,RF00591
RF00591,RF00591
MIR489,dre-mir-489
RNU6-1061P,RF00026
SNORD111B,RF00611
SNORD111B,RF00611
SNORD111B,RF00611
SNORD111,RF00611
SNORD111,RF00611
SNORD111,RF00611
MIR30E,dre-mir-30e-2
GIPC2,gipc2
JOSD2,josd2
AC020909.1,spi1a
CCDC28A,ccdc28a
HEBP2,hebp2
PCYT1A,pcyt1ab
PCYT1A,pcyt1aa
TCTEX1D2,tctex1d2
C12orf43,zgc:162025
CD5,si:dkey-14d8.20
CD5,si:ch211-150o23.3
UNC119B,unc119.1
STK17B,stk17b
SIN3B,sin3b
POP5,pop5
SLC9A3R2,CU138547.1
SLC9A3R2,CABZ01067151.1
FAM13A,fam13b
CKS1B,cks1b
GPR1,gpr1
KLHDC9,hcfc2
KLHDC9,hcfc1a
KLF18,klf2b
KLF18,klf2a
KLF18,si:ch211-117k10.3
KLF18,sp5l
KLF18,klf17
KLF18,klf1
KLF18,zgc:153115
KLF18,klf13
KLF18,klf5l
RDH16,zgc:112332
RDH16,si:dkey-73n8.3
RDH16,si:dkey-94e7.2
POLE,pole
HSD17B6,zgc:112332
HSD17B6,si:dkey-73n8.3
HSD17B6,si:dkey-94e7.2
HSD17B6,flj13639
HSD17B6,rdh20
HSD17B6,rdh12l
MC1R,mc1r
B3GNT10,B3GNT10
AHDC1,ahdc1
DPP9,dpp9
RGS7,rgs7b
RGS7,rgs7a
GPR3,gpr186
PRKAB1,prkab1a
PRKAB1,prkab1b
MTO1,mto1
FOXC1,foxc1a
FOXC1,foxc1b
AC009879.3,adhfe1
RRS1,rrs1
MAP3K6,si:ch211-1i11.3
MTR,mtr
C8orf33,zgc:112185
SMARCD1,smarcd1
DUS4L,dus4l
RBMS2,rbms2b
RBMS2,rbms2a
BRWD3,brwd3
ZNF831,znf831
PIGM,pigm
ZRANB2,zranb2
MXD3,mxd3
AP1M2,LO018011.1
AP1M2,ap1m2
SEMA6C,sema6d
SEMA6C,sema6e
ABCB8,abcb8
TENT5D,tent5d
LIPT1,lipt1
PNRC1,pnrc1
CRIPT,cript
BRPF1,brpf1
QKI,qkib
QKI,qki2
CPSF1,cpsf1
DENR,denr
TTC39B,ttc39b
SART3,sart3
UNCX,uncx
MMACHC,mmachc
HK2,hk2
NOS1AP,nos1apa
GLIPR1,glipr1b
GLIPR1,glipr1a
GLIPR1,CABZ01068499.1
ETHE1,ethe1
CHMP1B,chmp1b
KCNJ3,kcnj3b
KCNJ3,kcnj3a
FCRLA,zgc:154125
FCRLA,si:ch1073-66l23.1
TUFT1,tuft1a
SYCE1L,si:ch211-199g17.9
SMIM7,smim7
BCKDHB,bckdhb
FCGR3A,zgc:154125
FCGR3A,si:ch1073-66l23.1
ALDH3A2,aldh3a1
HIST2H3A,CU457819.3
HIST2H3A,zgc:173552
HIST2H3A,zgc:173552
HIST2H3A,FP325123.1
HIST2H3A,HIST2H3A
HIST2H3A,zgc:113983
HIST2H3A,si:dkey-108k21.24
HIST2H3A,CU459186.3
HIST2H3A,zgc:173552
HIST2H3A,CU457819.2
HIST2H3A,zgc:173552
HIST2H3A,CR354435.2
HIST2H3A,CU302436.1
HIST2H3A,zgc:173552
HIST2H3A,CU459186.2
RUFY1,rufy1
ARHGEF17,ARHGEF17
UBXN11,ubxn11
PNPO,pnpo
CDCA8,cdca8
BMP2K,bmp2k
RPS15,rps15
ZSCAN5A,plagl2
ZSCAN5A,plagx
ZSCAN5A,ovol1a
ZSCAN5A,ovol1b
BACH1,bach1a
BACH1,bach1b
OLFML2A,olfml2a
ODF2,odf2b
ODF2,odf2a
CNIH3,cnih3
IGHV4-28,ighv4-1
IGHV4-28,ighv8-2
IGHV4-28,ighv8-1
NID2,nid2b
NID2,nid2a
SACM1L,sacm1lb
SACM1L,sacm1la
JUNB,junba
JUNB,junbb
PPP1CC,CABZ01076667.1
KRI1,kri1
NOC3L,noc3l
CFL2,cfl2
ZCCHC8,zcchc8
NR1I3,rorca
NR1I3,rorcb
NR1I3,nr1h5
NR1I3,rorc
NR1I3,rarab
NR1I3,raraa
ZSCAN5B,plagl2
ZSCAN5B,plagx
ZSCAN5B,ovol1a
ZSCAN5B,ovol1b
GRIK1,grik1a
GRIK1,grik1b
PSMB4,psmb4
UGCG,ugcg
MAST1,mast1b
LYSMD3,lysmd3
PON1,pon2
PON1,pon1
PON1,pon3.2
PON1,pon3.2
ZFYVE1,zfyve1
BRF2,brf2
BRF2,CABZ01085177.1
PID1,pid1
TESK2,tesk2
TCP11L2,tcp11l2
RHOBTB1,rhobtb1
SLC48A1,slc48a1b
SLC48A1,slc48a1a
TMEM11,tmem11
NUAK1,nuak1a
NUAK1,nuak1b
SLK,slka
SLK,slkb
CHST1,chst1
C12orf75,C12orf75
ZNF208,si:ch211-148l7.4
ZNF208,znf576.1
ZNF208,si:dkey-154p10.3
ZNF208,zgc:66472
ZNF208,si:dkey-89b17.4
ZNF208,znf646
SMAP2,smap2
SPHKAP,sphkap
DDX47,ddx47
PCDH11Y,pcdh11
SELENBP1,selenbp1
CDKN1B,cdkn1bb
CDKN1B,cdkn1ba
DEGS1,degs1
DCLK3,dclk3
NXF2B,nxf1
NXF2B,zgc:153681
SMCR8,smcr8a
TRIM24,trim24
APPL2,appl2
TRIM54,trim54
PHLDB2,phldb2a
PHLDB2,phldb2b
MYO9A,myo9aa
HVCN1,hvcn1
SLC52A2,slc52a2
RAPGEF3,rapgef3
CLIP1,CABZ01072096.1
CLIP1,clip1a
IGHV1-18,ighv2-1
IGHV1-18,ighv2-3
IGHV1-18,ighv2-2
IGHV1-18,si:ch211-180a12.2
ZNF444,plagl2
ZNF444,plagx
ZNF444,ovol1a
ZNF444,ovol1b
IGHV3-16,ighv9-1
IGHV3-16,ighv9-3
IGHV3-16,ighv9-4
IGHV3-16,ighv6-2
PUS10,pus10
ESAM,esama
ESAM,esamb
IGHV4-4,ighv4-1
IGHV4-4,ighv8-2
IGHV4-4,ighv8-1
ADH1B,adh8a
ADH1B,adh8b
ADH1B,zgc:63568
ADH1B,zgc:77938
ARL6,arl6
ANGEL1,angel1
FCER1G,cd247l
IGHV6-1,ighv4-1
IGHV6-1,ighv8-2
IGHV6-1,ighv8-1
S1PR5,s1pr5b
ADH1C,adh8a
ADH1C,adh8b
ADH1C,zgc:63568
ADH1C,zgc:77938
HGSNAT,hgsnat
FAM160B1,fam160b1
CCL20,cxcl32b.1
TP53BP2,tp53bp2a
TP53BP2,tp53bp2b
CREBL2,crebl2
FRRS1,frrs1a
FRRS1,frrs1b
MRPL12,mrpl12
VGLL2,vgll2a
RFX6,rfx6
PPP1R9A,ppp1r9a
STON1,gtf2a1l
MS4A18,si:dkey-7j14.6
MS4A18,tmem176l.3a
MS4A18,ms4a17a.9
MS4A18,ms4a17a.8
MS4A18,ms4a17a.7
MS4A18,ms4a17a.6
MS4A18,ms4a17a.4
MS4A18,ms4a17a.3
MS4A18,ms4a17a.3
MS4A18,ms4a17a.1
MS4A18,ms4a17a.5
MS4A18,ms4a17a.2
MS4A18,ms4a17a.10
MS4A18,ms4a17a.5
MS4A18,ms4a17a.10
MS4A18,ms4a17a.11
MS4A18,ms4a17a.17
MS4A18,ms4a17a.16
MS4A18,si:dkey-77f5.10
MS4A18,ms4a17c.2
MS4A18,si:dkey-174k12.3
MS4A18,si:dkey-238j22.1
MS4A18,ms4a17c.1
MS4A18,zgc:113425
REXO2,smfn
SPTB,sptb
CPNE8,CPNE8
PSG9,si:dkey-250k15.10
PSG9,si:dkey-11o1.3
PSG9,cxcr3.1
PSG9,zgc:198329
PSG9,si:dkey-250k15.9
PSG9,si:dkey-11o1.2
PSG9,si:ch211-264f5.6
PSG9,si:dkey-250k15.7
GAS7,gas7a
GAS7,CABZ01102038.1
RAD50,rad50
NEUROD6,neurod6a
NEUROD6,neurod6b
IGFALS,igfals
RAD9B,rad9b
ZBTB1,zbtb1
NYAP2,nyap2a
NYAP2,nyap2b
DMWD,DMWD
ELOVL4,elovl4b
ELOVL4,elovl4a
TICAM2,ticam1
TMED7,tmed7
RNU6-789P,RF00026
RF00410,RF00410
RNU6-677P,RF00026
SCARNA2,RF01268
RF01225,RF01225
RF01225,RF01225
RF00096,RF00096
RF00096,RF00096
RF00096,RF00096
RF00096,RF00096
RF00096,RF00096
RNU4-1,RF00015
RNU4-1,RF00015
RNU4-1,RF00015
RF00421,RF00421
MIR124-3,dre-mir-124-2
RF01951,RF01951
SNORD1A,RF00213
RNU11-5P,RF00548
RNU11-5P,RF00548
RNU6-436P,RF00026
RF00560,RF00560
MIR20A,dre-mir-17a-2
MIR20A,dre-mir-17a-1
HPD,hpdb
TAL2,tal2
ANAPC5,anapc5
ECT2L,ccdc28a
KDM5A,kdm5a
AC118549.1,zzz3
HCN3,kcnh3
HCN3,kcnh6a
HCN3,kcnh6b
HCN3,cngk
FAM189B,si:dkey-7f3.9
NANOS3,nanos3
SPPL3,sppl3
ZNF711,znf711
NEMP1,nemp1
ZNF207,znf207a
ZNF207,znf207b
C1QTNF1,c1qtnf1
SDR9C7,zgc:112332
SDR9C7,si:dkey-73n8.3
SDR9C7,si:dkey-94e7.2
SDR9C7,zgc:113142
SDR9C7,flj13639
SDR9C7,rdh20
SDR9C7,rdh12l
SDR9C7,rdh1
TPR,tprb
TCF25,tcf25
MTX3,mtx3
SMG7,smg7
GCNT3,gcnt3
BCAP29,bcap29
NARF,narf
SLC39A10,slc39a10
SBF1,sbf1
UBE2J2,ube2j2
SH3BGRL,sh3bgrl
WDR64,si:ch211-154o6.3
MEAK7,meak7
GREM2,grem2a
GREM2,grem2b
URI1,uri1
STX6,stx6
FBXL4,fbxl4
LGALS8,lgals8b
LGALS8,lgals8a
SOAT1,soat1
TBL3,tbl3
SEC16B,sec16b
MICAL1,mical1
LHFPL5,lhfpl5b
LHFPL5,lhfpl5a
VRK1,vrk1
RBM34,rbm34
ST20-MTHFS,mthfs
SLC22A7,slc22a7b.2
SLC22A7,SLC22A7 (1 of many)
SLC22A7,slc22a7b.3
SLC22A7,slc22a7b.1
DLX6,dlx6a
PDLIM1,pdlim1
NEUROD2,neurod2
PLIN5,zgc:77486
POU3F1,pou5f3
POU3F1,pou3f1
POU3F1,zgc:158291
TBC1D17,tbc1d17
AC025263.2,rab3ip
GJA10,cx52.7
GJA10,cx52.6
DLG2,dlg2
SPRTN,sprtn
FHL3,fhl3b
FHL3,fhl3a
PIGC,pigc
TTC13,ttc13
AC011462.1,bckdha
CAPN9,capn9
INO80D,ino80da
INO80D,ino80db
CDA,cdaa
CDA,cdab
MUL1,mul1b
PRSS57,zgc:123217
PRSS57,si:dkeyp-93a5.3
PRSS57,si:ch73-182e20.4
PRSS57,si:dkeyp-93a5.2
PRSS57,zgc:100868
RXFP2,rxfp2b
RXFP2,rxfp2a
EIF4E1B,eif4e1b
GPR61,gpr61
CA2,ca2
CA2,cahz
CCDC93,ccdc93
CA3,ca2
CA3,cahz
SERAC1,serac1
PRCC,prcc
SNX30,snx30
PXYLP1,pxylp1
DCAF6,dcaf6
RPL6,rpl6
